,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
585,Man Lin,Data-driven software-based power estimation for embedded devices,DeepMTL: Deep Learning Based Multiple Transmitter Localization,St. Francis Xavier University,45.6175274,-61.994883,Town of Antigonish,,Nova Scotia,Canada
586,Man Lin,Energy-efficient computation with dvfs using deep reinforcement learning for multi-task systems in edge computing,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,St. Francis Xavier University,45.6175274,-61.994883,Town of Antigonish,,Nova Scotia,Canada
587,Mario Berta,Distributed Quantum Hypothesis Testing Against Product States Under Zero-Rate Communication Constraints,Quantum Sensor Network Algorithms for Transmitter Localization,Professor of Physics RWTH Aachen University & Reader Department of Computing Imperial College London,,,,,,
588,Mario Berta,Distributed quantum hypothesis testing under zero-rate communication constraints,Quantum Sensor Network Algorithms for Transmitter Localization,Professor of Physics RWTH Aachen University & Reader Department of Computing Imperial College London,,,,,,
589,Mariya Zheleva, Joint Time-Frequency-Space Transmitter Analytics via Dictionary-Based Tensor Factorization,Selection of Sensors for Efficient Transmitter Localization,Albany SUNY,42.6832176,-73.8268542,Albany County,City of Albany,New York,United States
590,Mark Hillery,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Discrete Outcome Quantum Sensor Networks,"Professor of Physics, Hunter College and Graduate Center of CUNY",,,,,,
591,Mark Hillery,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Professor of Physics, Hunter College and Graduate Center of CUNY",,,,,,
592,Mark Hillery,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Quantum Sensor Network Algorithms for Transmitter Localization,"Professor of Physics, Hunter College and Graduate Center of CUNY",,,,,,
593,Mark Hillery,Optimizing initial state of detector sensors in quantum sensor networks,Discrete Outcome Quantum Sensor Networks,"Professor of Physics, Hunter College and Graduate Center of CUNY",,,,,,
594,Martin Suchara,Entanglement Purification in Quantum Networks: Guaranteed Improvement and Optimal Time,Design and simulation of the adaptive continuous entanglement generation protocol,"Director of Product Management, Microsoft Corporation",47.645695,-122.131803,King County,Redmond,Washington,USA
595,Martin Suchara,Entanglement Purification in Quantum Networks: Guaranteed Improvement and Optimal Time,Design and simulation of the adaptive continuous entanglement generation protocol,Microsoft Corporation,47.645695,-122.131803,King County,Redmond,Washington,USA
596,Martin Suchara,Hardware-Software Co-design for Distributed Quantum Computing,Design and simulation of the adaptive continuous entanglement generation protocol,"Director of Product Management, Microsoft Corporation",47.645695,-122.131803,King County,Redmond,Washington,USA
597,Martin Suchara,Hardware-Software Co-design for Distributed Quantum Computing,Design and simulation of the adaptive continuous entanglement generation protocol,Microsoft Corporation,47.645695,-122.131803,King County,Redmond,Washington,USA
598,Martin Suchara,No-go theorems for universal entanglement purification,Design and simulation of the adaptive continuous entanglement generation protocol,"Director of Product Management, Microsoft Corporation",47.645695,-122.131803,King County,Redmond,Washington,USA
599,Martin Suchara,No-go theorems for universal entanglement purification,Design and simulation of the adaptive continuous entanglement generation protocol,Microsoft Corporation,47.645695,-122.131803,King County,Redmond,Washington,USA
600,Marwa Chafii,Blind transmitter localization in wireless sensor networks: A deep learning approach,Efficient Localization of Multiple Intruders in Shared Spectrum System,Associate Professor at New York University (NYU) Abu Dhabi & NYU WIRELESS,,,,,,
601,Marwa Chafii,Blind transmitter localization using deep learning: a scalability study,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Associate Professor at New York University (NYU) Abu Dhabi & NYU WIRELESS,,,,,,
602,Matthew J. Weaver,Scalable Quantum Computing with Optical Links,Simulation of quantum transduction strategies for quantum networks,Head of Research,40.8176283,-73.6093141,Nassau County,,New York,United States
603,Matthew Nance-Hall,A survey of reconfigurable optical networks,Near-optimal Multihop Scheduling in General Circuit-switched Networks,Computer,,,,,,
604,Matthew Nance-Hall,A survey of reconfigurable optical networks,Near-optimal Multihop Scheduling in General Circuit-switched Networks,"PhD Candidate at University of Oregon, Computer and Information Science",,,,,,
605,Matthew Nance-Hall,A survey of reconfigurable optical networks,Near-optimal Multihop Scheduling in General Circuit-switched Networks,University of Oregon,44.0444197,-123.0717603,Lane County,Eugene,Oregon,United States
606,Md. Mumtahin Habib Ullah Mazumder,Bridging Data Gaps: Enhancing Wireless Localization with Physics-Informed Data Augmentation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"PhD Student, University of Utah",,,,,,
607,Md. Mumtahin Habib Ullah Mazumder,Bridging Data Gaps: Enhancing Wireless Localization with Physics-Informed Data Augmentation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
608,Mengjie Zhou, Machine learning for advanced emission monitoring and reduction strategies in fossil fuel power plants,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,University of Bristol,51.4905582,-2.6304825,City of Bristol,Bristol,England,United Kingdom
609,Mengjie Zhou, Machine learning for advanced emission monitoring and reduction strategies in fossil fuel power plants,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Bristol,51.4905582,-2.6304825,City of Bristol,Bristol,England,United Kingdom
610,Michael A. Varner,Digital spectrum twins for enhanced spectrum sharing and other radio applications,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Georgia Institute of Technology,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
611,Michael A. Varner,Digital spectrum twins for enhanced spectrum sharing and other radio applications,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"PhD Student, Georgia Institute of Technology",,,,,,
612,Michael A. Varner,Digital spectrum twins for enhanced spectrum sharing and other radio applications,Efficient Localization of Multiple Intruders in Shared Spectrum System,Georgia Institute of Technology,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
613,Michael A. Varner,Digital spectrum twins for enhanced spectrum sharing and other radio applications,Efficient Localization of Multiple Intruders in Shared Spectrum System,"PhD Student, Georgia Institute of Technology",,,,,,
614,Michael Adedosu Adelabu,A Comprehensive Survey on AI-Assisted Multiple Access Enablers for 6G and beyond Wireless Networks,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Electrical,,,,,,
615,Michael Adedosu Adelabu,A Comprehensive Survey on AI-Assisted Multiple Access Enablers for 6G and beyond Wireless Networks,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,"Senior Lecturer, Electrical and Electronics Eng Dept, University of Lagos",,,,,,
616,Michael Adedosu Adelabu,A Comprehensive Survey on AI-Assisted Multiple Access Enablers for 6G and beyond Wireless Networks,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,University of Lagos,6.5120272,3.3935314,Lagos Mainland,,Lagos State,Nigeria
617,Michael Cubeddu,Entanglement routing in quantum networks: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Co-Founder,38.7412973,-104.7937939,El Paso County,,Colorado,United States
618,Michelle Victora,Entanglement purification on quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States
619,Mingyue Tang,Incremental Semi-supervised Federated Learning for Health Inference via Mobile Sensing,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Illinois Urbana-Champaign,40.0761545,-88.2233134,Champaign County,,Illinois,United States
620,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
621,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
622,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
623,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
624,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
625,Mohammad Ghaderibaneh,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
626,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
627,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
628,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
629,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
630,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
631,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
632,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
633,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
634,Mohammad Ghaderibaneh,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
635,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
636,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
637,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
638,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Selection of Sensors for Efficient Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
639,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Selection of Sensors for Efficient Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
640,Mohammad Ghaderibaneh,Deepmtl: Deep learning based multiple transmitter localization,Selection of Sensors for Efficient Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
641,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Discrete Outcome Quantum Sensor Networks,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
642,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Discrete Outcome Quantum Sensor Networks,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
643,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
644,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
645,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
646,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
647,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Quantum Sensor Network Algorithms for Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
648,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Quantum Sensor Network Algorithms for Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
649,Mohammad Ghaderibaneh,Entanglement Distribution in Quantum Networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
650,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Discrete Outcome Quantum Sensor Networks,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
651,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Discrete Outcome Quantum Sensor Networks,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
652,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
653,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
654,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
655,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
656,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
657,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
658,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
659,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
660,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
661,Mohammad Ghaderibaneh,Generation and distribution of ghz states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
662,Mohammad Ghaderibaneh,Pre-distribution of entanglements in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Google/YouTube,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
663,Mohammad Ghaderibaneh,Pre-distribution of entanglements in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Google/YouTube, Stony Brook University",37.421473,-122.080679,Santa Clara,Mountain View,California,USA
664,Mohammad Ghaderibaneh,Pre-distribution of entanglements in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
665,Mohammad Raihan Uddin,Quantum federated learning: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Clemson University,34.6686916,-82.8374348,Pickens County,,South Carolina,United States
666,Mohammad Raihan Uddin,Quantum federated learning: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Ph.D. Student at Clemson University,,,,,,
667,Mohammad Razaur Rahman Shaon,A transfer learning framework for proactive ramp metering performance assessment,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Center for Transportation Research,28.0585626,-82.416346,Hillsborough County,Tampa,Florida,United States
668,Mohammad Razaur Rahman Shaon,A transfer learning framework for proactive ramp metering performance assessment,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Research Assistant Professor, Center for Transportation Research",,,,,,
669,Moritz Schmidt,Exploration of Design Alternatives for Reducing Idle Time in Shor's Algorithm: A Study on Monolithic and Distributed Quantum Systems,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Bremen,53.1079646,8.8556646,,Bremen,Bremen,Germany
670,Muhammad Naveed Aman,Beyond bits: A review of quantum embedding techniques for efficient information processing,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Nebraska-Lincoln,40.8305567,-96.6697373,Lancaster County,Lincoln,Nebraska,United States
671,Muhammad Naveed Aman,Enhancing 5G and 6G Communication with Tripartite Perfect W-States and LOCC Approach,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Nebraska-Lincoln,40.8305567,-96.6697373,Lancaster County,Lincoln,Nebraska,United States
672,Nada Ali,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Discrete Outcome Quantum Sensor Networks,City University of New York,40.8071816,-73.9614833,New York County,New York,New York,United States
673,Nada Ali,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,City University of New York,40.8071816,-73.9614833,New York County,New York,New York,United States
674,Nada Ali,Discrete-outcome sensor networks. II. Multiple detection events and grouping detectors,Quantum Sensor Network Algorithms for Transmitter Localization,City University of New York,40.8071816,-73.9614833,New York County,New York,New York,United States
675,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Design and simulation of the adaptive continuous entanglement generation protocol,Governance,30.5996252,104.1682453,,Chengdu,Sichuan,China
676,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Design and simulation of the adaptive continuous entanglement generation protocol,Graduate School of Media,,,,,,
677,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Design and simulation of the adaptive continuous entanglement generation protocol,Keio University,35.5538164,139.6414098,,Yokohama,,Japan
678,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Design and simulation of the adaptive continuous entanglement generation protocol,"Project Assistant Professor, Graduate School of Media and Governance, Keio University",,,,,,
679,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Optimized distribution of entanglement graph states in quantum networks,Governance,30.5996252,104.1682453,,Chengdu,Sichuan,China
680,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Optimized distribution of entanglement graph states in quantum networks,Graduate School of Media,,,,,,
681,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Optimized distribution of entanglement graph states in quantum networks,Keio University,35.5538164,139.6414098,,Yokohama,,Japan
682,Naphan Benchasattabuse, © 2025 Naphan Benchasattabuse ORCID: 0000-0003-4475-3015 All rights reserved,Optimized distribution of entanglement graph states in quantum networks,"Project Assistant Professor, Graduate School of Media and Governance, Keio University",,,,,,
683,"Nazar Waheed, PhD",Quantum-Inspired Resource Optimization for 6G Networks: A Survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Higher Colleges of Technology,31.5672706,-110.2452119,Cochise County,Sierra Vista,Arizona,United States
684,Neal Patwari,Deep learning-based localization in limited data regimes,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor, University of Utah",,,,,,
685,Neal Patwari,Deep learning-based localization in limited data regimes,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
686,Neal Patwari,Deep learning-based localization in limited data regimes,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Professor, University of Utah",,,,,,
687,Neal Patwari,Deep learning-based localization in limited data regimes,Efficient Localization of Multiple Intruders in Shared Spectrum System,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
688,Neal Patwari,Learning-based techniques for transmitter localization: A case study on model robustness,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor, University of Utah",,,,,,
689,Neal Patwari,Learning-based techniques for transmitter localization: A case study on model robustness,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
690,Neal Patwari,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor, University of Utah",,,,,,
691,Neal Patwari,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
692,Neal Patwari,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Professor, University of Utah",,,,,,
693,Neal Patwari,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
694,Nenghai Yu,Efficient routing design based on entanglement flow loss effect in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Technology of China,30.5202172,114.4118463,,Hongshan District,Hubei,China
695,Nenghai Yu,Efficient routing design based on entanglement flow loss effect in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Science,43.6620848,-79.3937178,,Toronto,Ontario,Canada
696,Nenghai Yu,Efficient routing design based on entanglement flow loss effect in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Science and Technology of China,31.839072,117.2642075,,Baohe District,Anhui,China
697,Nenghai Yu,REDP: Reliable entanglement distribution protocol design for large-scale quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Technology of China,30.5202172,114.4118463,,Hongshan District,Hubei,China
698,Nenghai Yu,REDP: Reliable entanglement distribution protocol design for large-scale quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Science,43.6620848,-79.3937178,,Toronto,Ontario,Canada
699,Nenghai Yu,REDP: Reliable entanglement distribution protocol design for large-scale quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Science and Technology of China,31.839072,117.2642075,,Baohe District,Anhui,China
700,Nicolas Dirnegger,Efficient multiparty entanglement distribution with DODAG-X protocol,Optimized distribution of entanglement graph states in quantum networks,UCLA,34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States
701,Nirajan Koirala,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"PhD Student, University of Notre Dame",,,,,,
702,Nirajan Koirala,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,University of Notre Dame,41.7045678,-86.2382203,Saint Joseph County,,Indiana,United States
703,Nirajan Koirala,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Quantum Sensor Network Algorithms for Transmitter Localization,"PhD Student, University of Notre Dame",,,,,,
704,Nirajan Koirala,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Quantum Sensor Network Algorithms for Transmitter Localization,University of Notre Dame,41.7045678,-86.2382203,Saint Joseph County,,Indiana,United States
705,No_author_found, Deep Learning-Based Transmitter Localization in Sparse Wireless Sensor Networks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
706,No_author_found, Energy-efficient Content-based Wake-up Control for Wireless Sensor Networks,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
707,No_author_found, MT-GCNN: multi-task learning with gated convolution for multiple transmitters localization in urban scenarios,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
708,No_author_found, 基于稀疏张量补全与密度峰值聚类的低空智能网多辐射源定位算法,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
709,No_author_found,A Localization Algorithm for Multiple Radiation Sources in Low-altitude Intelligent Networks Based on Sparse Tensor Completion and Density Peaks Clustering,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
710,No_author_found,A Multiscale Model of Shear-Mediated Platelet Adhesion,Discrete Outcome Quantum Sensor Networks,No_author_found,,,,,,
711,No_author_found,Adversarial attack on deep learning driven multiple transmitter localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
712,No_author_found,Adversarial attack on deep learning driven multiple transmitter localization,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
713,No_author_found,Adversarial attack on deep learning driven multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,No_author_found,,,,,,
714,No_author_found,Deep Learning‐Based Localization with Urban Electromagnetic and Geographic Information,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
715,No_author_found,End-to-end entanglement establishment with lower latency in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,No_author_found,,,,,,
716,No_author_found,Enhanced Quantum Communication with Entanglement Twice Routing and Fidelity Improvement,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,No_author_found,,,,,,
717,No_author_found,Establishment of Secure Quantum Network Communication with Cryptography Algorithm,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,No_author_found,,,,,,
718,No_author_found,Experimental demonstration of wave source location estimation method for spectrum sharing in 28-GHz-band 5G system,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
